org,chr,bp,range,trait
Z.mays,3,182795613,1.00E+05,Co59
Z.mays,3,183253652,1.00E+05,Co59
Z.mays,3,183480238,1.00E+05,Co59
Z.mays,3,183480238,1.00E+05,Co59
Z.mays,3,183492834,1.00E+05,Co59
Z.mays,3,183492834,1.00E+05,Co59
Z.mays,3,183492834,1.00E+05,Co59
Z.mays,3,183581801,1.00E+05,Co59
Z.mays,3,183718035,1.00E+05,Co59
Z.mays,3,183718035,1.00E+05,Co59
Z.mays,3,183721134,1.00E+05,Co59
Z.mays,3,183790239,1.00E+05,Co59
Z.mays,3,183948535,1.00E+05,Co59
Z.mays,3,183948535,1.00E+05,Co59
Z.mays,3,183952681,1.00E+05,Co59
Z.mays,3,184027353,1.00E+05,Co59
Z.mays,3,185337599,1.00E+05,Co59
Z.mays,3,186256298,1.00E+05,Co59
Z.mays,3,186256298,1.00E+05,Co59
Z.mays,3,186944789,1.00E+05,Co59
Z.mays,3,186944789,1.00E+05,Co59
Z.mays,3,186960541,1.00E+05,Co59
Z.mays,3,187059446,1.00E+05,Co59
Z.mays,3,187390912,1.00E+05,Co59
Z.mays,3,187396942,1.00E+05,Co59
Z.mays,3,187591776,1.00E+05,Co59
Z.mays,3,187591776,1.00E+05,Co59
Z.mays,3,187993916,1.00E+05,Co59
Z.mays,3,188067813,1.00E+05,Co59
Z.mays,3,189591525,1.00E+05,Co59
Z.mays,3,189779031,1.00E+05,Co59
Z.mays,3,192875745,1.00E+05,Co59
Z.mays,3,194951596,1.00E+05,Co59
Z.mays,3,195134595,1.00E+05,Co59
Z.mays,3,195378115,1.00E+05,Co59
Z.mays,3,195802734,1.00E+05,Co59
Z.mays,3,195802734,1.00E+05,Co59
Z.mays,3,196079598,1.00E+05,Co59
Z.mays,3,197596269,1.00E+05,Co59
Z.mays,3,198265298,1.00E+05,Co59
Z.mays,3,198750283,1.00E+05,Co59
Z.mays,3,198750283,1.00E+05,Co59
Z.mays,3,199136232,1.00E+05,Co59
Z.mays,3,199523245,1.00E+05,Co59
Z.mays,3,201465170,1.00E+05,Co59
Z.mays,3,201712090,1.00E+05,Co59
Z.mays,3,201712090,1.00E+05,Co59
Z.mays,3,201928327,1.00E+05,Co59
Z.mays,3,202257663,1.00E+05,Co59
Z.mays,3,202257663,1.00E+05,Co59
Z.mays,3,202566808,1.00E+05,Co59
Z.mays,3,202911892,1.00E+05,Co59
Z.mays,3,202911892,1.00E+05,Co59
Z.mays,3,204505326,1.00E+05,Co59
Z.mays,3,204505326,1.00E+05,Co59
Z.mays,3,204611094,1.00E+05,Co59
Z.mays,3,204611094,1.00E+05,Co59
Z.mays,3,204611094,1.00E+05,Co59
Z.mays,3,204701059,1.00E+05,Co59
Z.mays,3,204970220,1.00E+05,Co59
Z.mays,3,205005936,1.00E+05,Co59
Z.mays,3,209333161,1.00E+05,Co59
Z.mays,3,210012891,1.00E+05,Co59
Z.mays,3,210335179,1.00E+05,Co59
Z.mays,3,210507397,1.00E+05,Co59
Z.mays,3,211201815,1.00E+05,Co59
Z.mays,3,211883714,1.00E+05,Co59
Z.mays,3,212041298,1.00E+05,Co59
Z.mays,3,212193749,1.00E+05,Co59
Z.mays,3,212524307,1.00E+05,Co59
Z.mays,3,212676761,1.00E+05,Co59
Z.mays,3,213028536,1.00E+05,Co59
Z.mays,3,213400466,1.00E+05,Co59
Z.mays,3,213960225,1.00E+05,Co59
Z.mays,3,213980224,1.00E+05,Co59
Z.mays,3,214340776,1.00E+05,Co59
Z.mays,3,214404692,1.00E+05,Co59
Z.mays,3,214567684,1.00E+05,Co59
Z.mays,3,214575227,1.00E+05,Co59
Z.mays,3,214580940,1.00E+05,Co59
Z.mays,3,214804762,1.00E+05,Co59
Z.mays,3,214809298,1.00E+05,Co59
Z.mays,3,214817119,1.00E+05,Co59
Z.mays,3,214817119,1.00E+05,Co59
Z.mays,3,214817119,1.00E+05,Co59
Z.mays,3,214833032,1.00E+05,Co59
Z.mays,3,214981004,1.00E+05,Co59
Z.mays,3,215518670,1.00E+05,Co59
Z.mays,3,217177815,1.00E+05,Co59
Z.mays,3,217581585,1.00E+05,Co59
Z.mays,3,217637914,1.00E+05,Co59
Z.mays,3,217742966,1.00E+05,Co59
Z.mays,3,217786266,1.00E+05,Co59
Z.mays,3,217915672,1.00E+05,Co59
Z.mays,3,217983916,1.00E+05,Co59
Z.mays,3,219280642,1.00E+05,Co59
Z.mays,3,219472474,1.00E+05,Co59
Z.mays,3,219472474,1.00E+05,Co59
Z.mays,3,219486035,1.00E+05,Co59
Z.mays,3,219693781,1.00E+05,Co59
Z.mays,3,219778038,1.00E+05,Co59
Z.mays,3,219782231,1.00E+05,Co59
Z.mays,3,219782231,1.00E+05,Co59
Z.mays,3,219892530,1.00E+05,Co59
Z.mays,3,220664334,1.00E+05,Co59
Z.mays,3,220934798,1.00E+05,Co59
Z.mays,3,221431450,1.00E+05,Co59
Z.mays,3,221431484,1.00E+05,Co59
Z.mays,3,221519642,1.00E+05,Co59
Z.mays,3,221519642,1.00E+05,Co59
Z.mays,3,221519642,1.00E+05,Co59
Z.mays,3,221528266,1.00E+05,Co59
Z.mays,3,221599056,1.00E+05,Co59
Z.mays,3,221699742,1.00E+05,Co59
Z.mays,3,221699742,1.00E+05,Co59
Z.mays,3,223221272,1.00E+05,Co59
Z.mays,3,223323865,1.00E+05,Co59
Z.mays,3,223323865,1.00E+05,Co59
Z.mays,3,223655923,1.00E+05,Co59
Z.mays,3,223835942,1.00E+05,Co59
Z.mays,3,223876779,1.00E+05,Co59
Z.mays,3,224540880,1.00E+05,Co59
Z.mays,3,224544942,1.00E+05,Co59
Z.mays,3,224706611,1.00E+05,Co59
Z.mays,3,224803632,1.00E+05,Co59
Z.mays,3,225691326,1.00E+05,Co59
Z.mays,3,225700920,1.00E+05,Co59
Z.mays,3,225722658,1.00E+05,Co59
Z.mays,3,226973797,1.00E+05,Co59
Z.mays,3,226983891,1.00E+05,Co59
Z.mays,3,227077099,1.00E+05,Co59
Z.mays,3,227102841,1.00E+05,Co59
Z.mays,3,227477255,1.00E+05,Co59
Z.mays,3,227507509,1.00E+05,Co59
Z.mays,3,228491526,1.00E+05,Co59
Z.mays,3,228847320,1.00E+05,Co59
Z.mays,3,228847320,1.00E+05,Co59
Z.mays,3,228969113,1.00E+05,Co59
Z.mays,3,229221957,1.00E+05,Co59
Z.mays,3,229221957,1.00E+05,Co59
Z.mays,4,3472,1.00E+05,Co59
Z.mays,4,3472,1.00E+05,Co59
Z.mays,4,716420,1.00E+05,Co59
Z.mays,4,772807,1.00E+05,Co59
Z.mays,4,803170,1.00E+05,Co59
Z.mays,4,898695,1.00E+05,Co59
Z.mays,4,898695,1.00E+05,Co59
Z.mays,4,1191827,1.00E+05,Co59
Z.mays,4,1494429,1.00E+05,Co59
Z.mays,4,1497071,1.00E+05,Co59
Z.mays,4,1497071,1.00E+05,Co59
Z.mays,4,2053813,1.00E+05,Co59
Z.mays,4,2127450,1.00E+05,Co59
Z.mays,4,2190842,1.00E+05,Co59
Z.mays,4,2314720,1.00E+05,Co59
Z.mays,4,2316802,1.00E+05,Co59
Z.mays,4,2495306,1.00E+05,Co59
Z.mays,4,2647474,1.00E+05,Co59
Z.mays,4,2651387,1.00E+05,Co59
Z.mays,4,2651387,1.00E+05,Co59
Z.mays,4,2662953,1.00E+05,Co59
Z.mays,4,2666822,1.00E+05,Co59
Z.mays,4,2673396,1.00E+05,Co59
Z.mays,4,2695854,1.00E+05,Co59
Z.mays,4,2856820,1.00E+05,Co59
Z.mays,4,2856820,1.00E+05,Co59
Z.mays,4,2899975,1.00E+05,Co59
Z.mays,4,3091437,1.00E+05,Co59
Z.mays,4,3208722,1.00E+05,Co59
Z.mays,4,3250958,1.00E+05,Co59
Z.mays,4,3287593,1.00E+05,Co59
Z.mays,4,3287593,1.00E+05,Co59
Z.mays,4,3308640,1.00E+05,Co59
Z.mays,4,3363872,1.00E+05,Co59
Z.mays,4,3401000,1.00E+05,Co59
Z.mays,4,3420529,1.00E+05,Co59
Z.mays,4,3420529,1.00E+05,Co59
Z.mays,4,3450529,1.00E+05,Co59
Z.mays,4,3454905,1.00E+05,Co59
Z.mays,4,3454905,1.00E+05,Co59
Z.mays,4,3471179,1.00E+05,Co59
Z.mays,4,3472628,1.00E+05,Co59
Z.mays,4,3486995,1.00E+05,Co59
Z.mays,4,3486995,1.00E+05,Co59
Z.mays,4,3521803,1.00E+05,Co59
Z.mays,4,3522246,1.00E+05,Co59
Z.mays,4,3597543,1.00E+05,Co59
Z.mays,4,4059174,1.00E+05,Co59
Z.mays,4,4114615,1.00E+05,Co59
Z.mays,4,4117080,1.00E+05,Co59
Z.mays,4,4117080,1.00E+05,Co59
Z.mays,4,4218725,1.00E+05,Co59
Z.mays,4,4222228,1.00E+05,Co59
Z.mays,4,4447864,1.00E+05,Co59
Z.mays,4,4515181,1.00E+05,Co59
Z.mays,4,4614739,1.00E+05,Co59
Z.mays,4,4669968,1.00E+05,Co59
Z.mays,4,4723644,1.00E+05,Co59
Z.mays,4,4723644,1.00E+05,Co59
Z.mays,4,4771114,1.00E+05,Co59
Z.mays,4,4841931,1.00E+05,Co59
Z.mays,4,4887121,1.00E+05,Co59
Z.mays,4,5002703,1.00E+05,Co59
Z.mays,4,5002703,1.00E+05,Co59
Z.mays,4,5002703,1.00E+05,Co59
Z.mays,4,5264608,1.00E+05,Co59
Z.mays,4,5942267,1.00E+05,Co59
Z.mays,4,5942267,1.00E+05,Co59
Z.mays,4,5999761,1.00E+05,Co59
Z.mays,4,6103068,1.00E+05,Co59
Z.mays,4,6602895,1.00E+05,Co59
Z.mays,4,6608756,1.00E+05,Co59
Z.mays,4,6608756,1.00E+05,Co59
Z.mays,4,6771846,1.00E+05,Co59
Z.mays,4,6896636,1.00E+05,Co59
Z.mays,4,6946238,1.00E+05,Co59
Z.mays,4,6946238,1.00E+05,Co59
Z.mays,4,6967038,1.00E+05,Co59
Z.mays,4,6984192,1.00E+05,Co59
Z.mays,4,7078096,1.00E+05,Co59
Z.mays,4,7092214,1.00E+05,Co59
Z.mays,4,7092214,1.00E+05,Co59
Z.mays,4,7092214,1.00E+05,Co59
Z.mays,4,7251750,1.00E+05,Co59
Z.mays,4,7251750,1.00E+05,Co59
Z.mays,4,7251750,1.00E+05,Co59
Z.mays,4,7257177,1.00E+05,Co59
Z.mays,4,8238325,1.00E+05,Co59
Z.mays,4,9524327,1.00E+05,Co59
Z.mays,4,9675665,1.00E+05,Co59
Z.mays,4,9808681,1.00E+05,Co59
Z.mays,4,10252808,1.00E+05,Co59
Z.mays,4,10252808,1.00E+05,Co59
Z.mays,4,10348623,1.00E+05,Co59
Z.mays,4,10481265,1.00E+05,Co59
Z.mays,4,10526755,1.00E+05,Co59
Z.mays,4,10538015,1.00E+05,Co59
Z.mays,4,10538015,1.00E+05,Co59
Z.mays,4,10540298,1.00E+05,Co59
Z.mays,4,10540298,1.00E+05,Co59
Z.mays,4,10540298,1.00E+05,Co59
Z.mays,4,10587226,1.00E+05,Co59
Z.mays,4,10587226,1.00E+05,Co59
Z.mays,4,10605374,1.00E+05,Co59
Z.mays,4,10622110,1.00E+05,Co59
Z.mays,4,10642341,1.00E+05,Co59
Z.mays,4,10644589,1.00E+05,Co59
Z.mays,4,10653659,1.00E+05,Co59
Z.mays,4,10716368,1.00E+05,Co59
Z.mays,4,10716368,1.00E+05,Co59
Z.mays,4,10773057,1.00E+05,Co59
Z.mays,4,10774855,1.00E+05,Co59
Z.mays,4,10774855,1.00E+05,Co59
Z.mays,4,10884511,1.00E+05,Co59
Z.mays,4,10902575,1.00E+05,Co59
Z.mays,4,11553799,1.00E+05,Co59
Z.mays,4,11590565,1.00E+05,Co59
Z.mays,4,11637005,1.00E+05,Co59
Z.mays,4,11644312,1.00E+05,Co59
Z.mays,4,11682636,1.00E+05,Co59
Z.mays,4,11883779,1.00E+05,Co59
Z.mays,4,11883779,1.00E+05,Co59
Z.mays,4,12776386,1.00E+05,Co59
Z.mays,4,12877290,1.00E+05,Co59
Z.mays,4,12877370,1.00E+05,Co59
Z.mays,4,12877786,1.00E+05,Co59
Z.mays,4,13063971,1.00E+05,Co59
Z.mays,4,13098207,1.00E+05,Co59
Z.mays,4,13121342,1.00E+05,Co59
Z.mays,4,13186503,1.00E+05,Co59
Z.mays,4,13484360,1.00E+05,Co59
Z.mays,4,14613075,1.00E+05,Co59
Z.mays,4,15320658,1.00E+05,Co59
Z.mays,4,15852014,1.00E+05,Co59
Z.mays,4,16337560,1.00E+05,Co59
Z.mays,4,16339507,1.00E+05,Co59
Z.mays,4,16360166,1.00E+05,Co59
Z.mays,4,17516854,1.00E+05,Co59
Z.mays,4,17838857,1.00E+05,Co59
Z.mays,4,17838857,1.00E+05,Co59
Z.mays,4,17860932,1.00E+05,Co59
Z.mays,4,17860932,1.00E+05,Co59
Z.mays,4,18008737,1.00E+05,Co59
Z.mays,4,18008737,1.00E+05,Co59
Z.mays,4,21277531,1.00E+05,Co59
Z.mays,4,21967727,1.00E+05,Co59
Z.mays,4,22219437,1.00E+05,Co59
Z.mays,4,22360218,1.00E+05,Co59
Z.mays,4,22428953,1.00E+05,Co59
Z.mays,4,22655080,1.00E+05,Co59
Z.mays,4,22665996,1.00E+05,Co59
Z.mays,4,23115281,1.00E+05,Co59
Z.mays,4,23157907,1.00E+05,Co59
Z.mays,4,24671529,1.00E+05,Co59
Z.mays,4,26041759,1.00E+05,Co59
Z.mays,4,27062327,1.00E+05,Co59
Z.mays,4,29204361,1.00E+05,Co59
Z.mays,4,29204361,1.00E+05,Co59
Z.mays,4,29204361,1.00E+05,Co59
Z.mays,4,30638969,1.00E+05,Co59
Z.mays,4,30997245,1.00E+05,Co59
Z.mays,4,30997245,1.00E+05,Co59
Z.mays,4,30997245,1.00E+05,Co59
Z.mays,4,31718948,1.00E+05,Co59
Z.mays,4,35955018,1.00E+05,Co59
Z.mays,4,35955018,1.00E+05,Co59
Z.mays,4,37274753,1.00E+05,Co59
Z.mays,4,37338903,1.00E+05,Co59
Z.mays,4,37338903,1.00E+05,Co59
Z.mays,4,38222684,1.00E+05,Co59
Z.mays,4,39896408,1.00E+05,Co59
Z.mays,4,39896408,1.00E+05,Co59
Z.mays,4,39896408,1.00E+05,Co59
Z.mays,4,43232774,1.00E+05,Co59
Z.mays,4,43243952,1.00E+05,Co59
Z.mays,4,44917110,1.00E+05,Co59
Z.mays,4,46610016,1.00E+05,Co59
Z.mays,4,49941949,1.00E+05,Co59
Z.mays,4,56336032,1.00E+05,Co59
Z.mays,4,56336032,1.00E+05,Co59
Z.mays,4,73550375,1.00E+05,Co59
Z.mays,4,73569432,1.00E+05,Co59
Z.mays,4,73569432,1.00E+05,Co59
Z.mays,4,76519868,1.00E+05,Co59
Z.mays,4,76519868,1.00E+05,Co59
Z.mays,4,76519868,1.00E+05,Co59
Z.mays,4,76547924,1.00E+05,Co59
Z.mays,4,81199956,1.00E+05,Co59
Z.mays,4,91727769,1.00E+05,Co59
Z.mays,4,125779633,1.00E+05,Co59
Z.mays,4,125933931,1.00E+05,Co59
Z.mays,4,126290010,1.00E+05,Co59
Z.mays,4,133960393,1.00E+05,Co59
Z.mays,4,133960603,1.00E+05,Co59
Z.mays,4,142607229,1.00E+05,Co59
Z.mays,4,142607229,1.00E+05,Co59
Z.mays,4,142611954,1.00E+05,Co59
Z.mays,4,146422765,1.00E+05,Co59
Z.mays,4,148831597,1.00E+05,Co59
Z.mays,4,151586944,1.00E+05,Co59
Z.mays,4,151592358,1.00E+05,Co59
Z.mays,4,151605468,1.00E+05,Co59
Z.mays,4,151608382,1.00E+05,Co59
Z.mays,4,152161346,1.00E+05,Co59
Z.mays,4,152175158,1.00E+05,Co59
Z.mays,4,152438041,1.00E+05,Co59
Z.mays,4,152445612,1.00E+05,Co59
Z.mays,4,152445630,1.00E+05,Co59
Z.mays,4,152445630,1.00E+05,Co59
Z.mays,4,152723811,1.00E+05,Co59
Z.mays,4,152723811,1.00E+05,Co59
Z.mays,4,152723811,1.00E+05,Co59
Z.mays,4,152993273,1.00E+05,Co59
Z.mays,4,153004419,1.00E+05,Co59
Z.mays,4,153131756,1.00E+05,Co59
Z.mays,4,154397865,1.00E+05,Co59
Z.mays,4,154403544,1.00E+05,Co59
Z.mays,4,154585951,1.00E+05,Co59
Z.mays,4,155558857,1.00E+05,Co59
Z.mays,4,155571222,1.00E+05,Co59
Z.mays,4,155711167,1.00E+05,Co59
Z.mays,4,155787181,1.00E+05,Co59
Z.mays,4,156050023,1.00E+05,Co59
Z.mays,4,156183977,1.00E+05,Co59
Z.mays,4,156183977,1.00E+05,Co59
Z.mays,4,156503325,1.00E+05,Co59
Z.mays,4,156915576,1.00E+05,Co59
Z.mays,4,156989351,1.00E+05,Co59
Z.mays,4,157151926,1.00E+05,Co59
Z.mays,4,157221653,1.00E+05,Co59
Z.mays,4,157221653,1.00E+05,Co59
Z.mays,4,158288801,1.00E+05,Co59
Z.mays,4,158293048,1.00E+05,Co59
Z.mays,4,159879493,1.00E+05,Co59
Z.mays,4,161101180,1.00E+05,Co59
Z.mays,4,162242868,1.00E+05,Co59
Z.mays,4,163952194,1.00E+05,Co59
Z.mays,4,163952194,1.00E+05,Co59
Z.mays,4,165658942,1.00E+05,Co59
Z.mays,4,165943712,1.00E+05,Co59
Z.mays,4,166161877,1.00E+05,Co59
Z.mays,4,166176326,1.00E+05,Co59
Z.mays,4,166182495,1.00E+05,Co59
Z.mays,4,166966570,1.00E+05,Co59
Z.mays,4,166977041,1.00E+05,Co59
Z.mays,4,166977041,1.00E+05,Co59
Z.mays,4,167103621,1.00E+05,Co59
Z.mays,4,167153239,1.00E+05,Co59
Z.mays,4,167153239,1.00E+05,Co59
Z.mays,4,167216871,1.00E+05,Co59
Z.mays,4,169886717,1.00E+05,Co59
Z.mays,4,169886717,1.00E+05,Co59
Z.mays,4,171715698,1.00E+05,Co59
Z.mays,4,171715698,1.00E+05,Co59
Z.mays,4,171801763,1.00E+05,Co59
Z.mays,4,171828019,1.00E+05,Co59
Z.mays,4,171828019,1.00E+05,Co59
Z.mays,4,171828019,1.00E+05,Co59
Z.mays,4,171939461,1.00E+05,Co59
Z.mays,4,171950570,1.00E+05,Co59
Z.mays,4,172251340,1.00E+05,Co59
Z.mays,4,172818709,1.00E+05,Co59
Z.mays,4,172997968,1.00E+05,Co59
Z.mays,4,172999691,1.00E+05,Co59
Z.mays,4,173768680,1.00E+05,Co59
Z.mays,4,173768680,1.00E+05,Co59
Z.mays,4,174849341,1.00E+05,Co59
Z.mays,4,174849341,1.00E+05,Co59
Z.mays,4,177297725,1.00E+05,Co59
Z.mays,4,177325744,1.00E+05,Co59
Z.mays,4,177402539,1.00E+05,Co59
Z.mays,4,177432096,1.00E+05,Co59
Z.mays,4,177438075,1.00E+05,Co59
Z.mays,4,177455537,1.00E+05,Co59
Z.mays,4,177527634,1.00E+05,Co59
Z.mays,4,177551560,1.00E+05,Co59
Z.mays,4,177632213,1.00E+05,Co59
Z.mays,4,177656919,1.00E+05,Co59
Z.mays,4,177677837,1.00E+05,Co59
Z.mays,4,177698942,1.00E+05,Co59
Z.mays,4,177728543,1.00E+05,Co59
Z.mays,4,178344750,1.00E+05,Co59
Z.mays,4,178366840,1.00E+05,Co59
Z.mays,4,178526842,1.00E+05,Co59
Z.mays,4,178526842,1.00E+05,Co59
Z.mays,4,178526842,1.00E+05,Co59
Z.mays,4,178609662,1.00E+05,Co59
Z.mays,4,178627193,1.00E+05,Co59
Z.mays,4,178627193,1.00E+05,Co59
Z.mays,4,178627193,1.00E+05,Co59
Z.mays,4,178647132,1.00E+05,Co59
Z.mays,4,178665336,1.00E+05,Co59
Z.mays,4,179686631,1.00E+05,Co59
Z.mays,4,179705545,1.00E+05,Co59
Z.mays,4,179739003,1.00E+05,Co59
Z.mays,4,179739003,1.00E+05,Co59
Z.mays,4,179906736,1.00E+05,Co59
Z.mays,4,179985124,1.00E+05,Co59
Z.mays,4,180249933,1.00E+05,Co59
Z.mays,4,180266823,1.00E+05,Co59
Z.mays,4,180419877,1.00E+05,Co59
Z.mays,4,180419877,1.00E+05,Co59
Z.mays,4,180419877,1.00E+05,Co59
Z.mays,4,180623565,1.00E+05,Co59
Z.mays,4,180623565,1.00E+05,Co59
Z.mays,4,181400038,1.00E+05,Co59
Z.mays,4,181400038,1.00E+05,Co59
Z.mays,4,181421099,1.00E+05,Co59
Z.mays,4,181546808,1.00E+05,Co59
Z.mays,4,181546808,1.00E+05,Co59
Z.mays,4,181825877,1.00E+05,Co59
Z.mays,4,181956474,1.00E+05,Co59
Z.mays,4,181967671,1.00E+05,Co59
Z.mays,4,181980474,1.00E+05,Co59
Z.mays,4,182234949,1.00E+05,Co59
Z.mays,4,182262404,1.00E+05,Co59
Z.mays,4,182262404,1.00E+05,Co59
Z.mays,4,184368832,1.00E+05,Co59
Z.mays,4,184647462,1.00E+05,Co59
Z.mays,4,185290960,1.00E+05,Co59
Z.mays,4,185326614,1.00E+05,Co59
Z.mays,4,185644002,1.00E+05,Co59
Z.mays,4,185747225,1.00E+05,Co59
Z.mays,4,185747225,1.00E+05,Co59
Z.mays,4,185865345,1.00E+05,Co59
Z.mays,4,185981801,1.00E+05,Co59
Z.mays,4,188403714,1.00E+05,Co59
Z.mays,4,188563659,1.00E+05,Co59
Z.mays,4,189001097,1.00E+05,Co59
Z.mays,4,189619050,1.00E+05,Co59
Z.mays,4,189619050,1.00E+05,Co59
Z.mays,4,190129656,1.00E+05,Co59
Z.mays,4,190129656,1.00E+05,Co59
Z.mays,4,190129656,1.00E+05,Co59
Z.mays,4,191424525,1.00E+05,Co59
Z.mays,4,191730636,1.00E+05,Co59
Z.mays,4,196371762,1.00E+05,Co59
Z.mays,4,196371762,1.00E+05,Co59
Z.mays,4,197755112,1.00E+05,Co59
Z.mays,4,198667248,1.00E+05,Co59
Z.mays,4,202057016,1.00E+05,Co59
Z.mays,4,202874961,1.00E+05,Co59
Z.mays,4,202926092,1.00E+05,Co59
Z.mays,4,203706822,1.00E+05,Co59
Z.mays,4,204545879,1.00E+05,Co59
Z.mays,4,204545879,1.00E+05,Co59
Z.mays,4,206231878,1.00E+05,Co59
Z.mays,4,211208484,1.00E+05,Co59
Z.mays,4,211465255,1.00E+05,Co59
Z.mays,4,211502355,1.00E+05,Co59
Z.mays,4,212406864,1.00E+05,Co59
Z.mays,4,212984278,1.00E+05,Co59
Z.mays,4,212987855,1.00E+05,Co59
Z.mays,4,217154507,1.00E+05,Co59
Z.mays,4,224452347,1.00E+05,Co59
Z.mays,4,226790224,1.00E+05,Co59
Z.mays,4,226790224,1.00E+05,Co59
Z.mays,4,227964334,1.00E+05,Co59
Z.mays,4,229017639,1.00E+05,Co59
Z.mays,4,229017639,1.00E+05,Co59
Z.mays,4,229178670,1.00E+05,Co59
Z.mays,4,229944384,1.00E+05,Co59
Z.mays,4,229944384,1.00E+05,Co59
Z.mays,4,231469203,1.00E+05,Co59
Z.mays,4,231804422,1.00E+05,Co59
Z.mays,4,231864272,1.00E+05,Co59
Z.mays,4,231864272,1.00E+05,Co59
Z.mays,4,233060014,1.00E+05,Co59
Z.mays,4,233399237,1.00E+05,Co59
Z.mays,4,233580244,1.00E+05,Co59
Z.mays,4,233779712,1.00E+05,Co59
Z.mays,4,234789481,1.00E+05,Co59
Z.mays,4,235223616,1.00E+05,Co59
Z.mays,4,235234835,1.00E+05,Co59
Z.mays,4,235258856,1.00E+05,Co59
Z.mays,4,235325357,1.00E+05,Co59
Z.mays,4,235913619,1.00E+05,Co59
Z.mays,4,235936946,1.00E+05,Co59
Z.mays,4,236304463,1.00E+05,Co59
Z.mays,4,236590182,1.00E+05,Co59
Z.mays,4,236721162,1.00E+05,Co59
Z.mays,4,236732607,1.00E+05,Co59
Z.mays,4,237006641,1.00E+05,Co59
Z.mays,4,237030757,1.00E+05,Co59
Z.mays,4,237125198,1.00E+05,Co59
Z.mays,4,237367831,1.00E+05,Co59
Z.mays,4,237448410,1.00E+05,Co59
Z.mays,4,237457462,1.00E+05,Co59
Z.mays,4,237473691,1.00E+05,Co59
Z.mays,4,237473691,1.00E+05,Co59
Z.mays,4,237492990,1.00E+05,Co59
Z.mays,4,237552640,1.00E+05,Co59
Z.mays,4,237729249,1.00E+05,Co59
Z.mays,4,237917982,1.00E+05,Co59
Z.mays,4,237947541,1.00E+05,Co59
Z.mays,4,237975650,1.00E+05,Co59
Z.mays,4,237989346,1.00E+05,Co59
Z.mays,4,238040195,1.00E+05,Co59
Z.mays,4,238083299,1.00E+05,Co59
Z.mays,4,238108879,1.00E+05,Co59
Z.mays,4,238108879,1.00E+05,Co59
Z.mays,4,238169877,1.00E+05,Co59
Z.mays,4,238215407,1.00E+05,Co59
Z.mays,4,238345103,1.00E+05,Co59
Z.mays,4,238605736,1.00E+05,Co59
Z.mays,4,238755956,1.00E+05,Co59
Z.mays,4,238755956,1.00E+05,Co59
Z.mays,4,238764350,1.00E+05,Co59
Z.mays,4,238784436,1.00E+05,Co59
Z.mays,4,238784436,1.00E+05,Co59
Z.mays,4,238823336,1.00E+05,Co59
Z.mays,4,238840263,1.00E+05,Co59
Z.mays,4,238904006,1.00E+05,Co59
Z.mays,4,239149642,1.00E+05,Co59
Z.mays,4,239186957,1.00E+05,Co59
Z.mays,4,239239894,1.00E+05,Co59
Z.mays,4,239259637,1.00E+05,Co59
Z.mays,4,239504170,1.00E+05,Co59
Z.mays,4,239601814,1.00E+05,Co59
Z.mays,4,239676493,1.00E+05,Co59
Z.mays,4,239974007,1.00E+05,Co59
Z.mays,4,239982695,1.00E+05,Co59
Z.mays,4,239982699,1.00E+05,Co59
Z.mays,4,239982699,1.00E+05,Co59
Z.mays,4,239998974,1.00E+05,Co59
Z.mays,4,240044750,1.00E+05,Co59
Z.mays,4,240177817,1.00E+05,Co59
Z.mays,4,240282646,1.00E+05,Co59
Z.mays,4,240420020,1.00E+05,Co59
Z.mays,4,240420020,1.00E+05,Co59
Z.mays,4,240453143,1.00E+05,Co59
Z.mays,4,240552486,1.00E+05,Co59
Z.mays,4,240616380,1.00E+05,Co59
Z.mays,4,240652259,1.00E+05,Co59
Z.mays,4,240652259,1.00E+05,Co59
Z.mays,4,240898136,1.00E+05,Co59
Z.mays,4,240908812,1.00E+05,Co59
Z.mays,4,241237564,1.00E+05,Co59
Z.mays,4,241237564,1.00E+05,Co59
Z.mays,5,313,1.00E+05,Co59
Z.mays,5,313,1.00E+05,Co59
Z.mays,5,670269,1.00E+05,Co59
Z.mays,5,1051627,1.00E+05,Co59
Z.mays,5,1051627,1.00E+05,Co59
Z.mays,5,1060280,1.00E+05,Co59
Z.mays,5,1102572,1.00E+05,Co59
Z.mays,5,1129353,1.00E+05,Co59
Z.mays,5,1129353,1.00E+05,Co59
Z.mays,5,1636306,1.00E+05,Co59
Z.mays,5,2124458,1.00E+05,Co59
Z.mays,5,2140617,1.00E+05,Co59
Z.mays,5,2292332,1.00E+05,Co59
Z.mays,5,2327079,1.00E+05,Co59
Z.mays,5,2358496,1.00E+05,Co59
Z.mays,5,2358496,1.00E+05,Co59
Z.mays,5,2358749,1.00E+05,Co59
Z.mays,5,2391155,1.00E+05,Co59
Z.mays,5,2423622,1.00E+05,Co59
Z.mays,5,2579121,1.00E+05,Co59
Z.mays,5,2595900,1.00E+05,Co59
Z.mays,5,2668647,1.00E+05,Co59
Z.mays,5,2788537,1.00E+05,Co59
Z.mays,5,2839809,1.00E+05,Co59
Z.mays,5,2839809,1.00E+05,Co59
Z.mays,5,2970267,1.00E+05,Co59
Z.mays,5,2970267,1.00E+05,Co59
Z.mays,5,3350251,1.00E+05,Co59
Z.mays,5,3350251,1.00E+05,Co59
