"Orthogroup","trait","org","Chromosome Name","bp","start","end","loci","Gene Name","Gene Start (bp)","Gene End (bp)","Description","present"
"OG0001547","S","Sbicolor_v3.1.1",10,2576109,2476109,2676109,"Sbicolor_v3.1.1_S_10_2576109","Sobic.010G032600",2598096,2600833,"similar to Putative uncharacterized protein",4
"OG0001547","Se","Athaliana_TAIR10",1,30158619,30083619,30233619,"Athaliana_TAIR10_Se_1_30158619","AT1G80230",30169456,30171101,"Rubredoxin-like superfamily protein",3
"OG0001547","Se","Gmax_Wm82.a2.v1",8,17017473,16817473,18235888,"Gmax_Wm82.a2.v1_Se_8_17017473","Glyma.08G209700",16980435,16984474,"K02265 - cytochrome c oxidase subunit 5b (COX5B)  (1 of 3)",3
"OG0001547","Se","Sbicolor_v3.1.1",9,58571183,58471183,58671183,"Sbicolor_v3.1.1_Se_9_58571183","Sobic.009G251600",58660882,58663426,"similar to Cytochrome c oxidase subunit Vb",3
"OG0006077","Na","Athaliana_TAIR10",1,24039547,23964547,24428191,"Athaliana_TAIR10_Na_1_24039547","AT1G64640",24022285,24023196,"early nodulin-like protein 8",3
"OG0006077","Na","Gmax_Wm82.a2.v1",13,474188,274188,674188,"Gmax_Wm82.a2.v1_Na_13_474188","Glyma.13G002000",576670,578677,"PF02298 - Plastocyanin-like domain (Cu_bind_like)  (1 of 91)",3
"OG0006077","Na","Gmax_Wm82.a2.v1",20,45177883,44977883,45377883,"Gmax_Wm82.a2.v1_Na_20_45177883","Glyma.20G217100",45278452,45280126,"PF02298 - Plastocyanin-like domain (Cu_bind_like)  (1 of 91)",3
"OG0006077","Na","Sbicolor_v3.1.1",1,79591451,79491451,79691451,"Sbicolor_v3.1.1_Na_1_79591451","Sobic.001G533200",79649343,79650695,"similar to Os03g0115000 protein",3
"OG0001959","Mo","Gmax_Wm82.a2.v1",20,36473914,36273914,38216162,"Gmax_Wm82.a2.v1_Mo_20_36473914","Glyma.20G131300",37199307,37202347,"PF04788 - Protein of unknown function (DUF620) (DUF620)  (1 of 19)",3
"OG0001959","Mo","Gmax_Wm82.a2.v1",17,26745329,26545329,27393708,"Gmax_Wm82.a2.v1_Mo_17_26745329","Glyma.17G191800",27305601,27305828,"",3
"OG0001959","Mo","Osativa_v7.0",12,24036889,23793889,24279889,"Osativa_v7.0_Mo_12_24036889","LOC_Os12g39160",24087186,24089974,"expressed protein",3
"OG0001959","Mo","Sbicolor_v3.1.1",8,57441797,57341797,57541797,"Sbicolor_v3.1.1_Mo_8_57441797","Sobic.008G143600",57488716,57491499,"PF04788 - Protein of unknown function (DUF620) (DUF620)  (1 of 9)",3
"OG0006116","Fe","Athaliana_TAIR10",1,11291255,11216255,11366256,"Athaliana_TAIR10_Fe_1_11291255","AT1G31410",11246914,11249359,"putrescine-binding periplasmic protein-related",3
"OG0006116","Fe","Gmax_Wm82.a2.v1",16,7742477,7542477,8260927,"Gmax_Wm82.a2.v1_Fe_16_7742477","Glyma.16G075200",7579627,7588440,"",3
"OG0006116","Fe","Sbicolor_v3.1.1",6,55359867,55259867,55459867,"Sbicolor_v3.1.1_Fe_6_55359867","Sobic.006G204200",55451162,55454760,"similar to B0403H10-OSIGBa0105A11.16 protein",3
"OG0001226","As","Athaliana_TAIR10",4,6655675,6580675,6730675,"Athaliana_TAIR10_As_4_6655675","AT4G10770",6628404,6632599,"oligopeptide transporter 7",3
"OG0001226","As","Gmax_Wm82.a2.v1",6,10893134,10693134,11327197,"Gmax_Wm82.a2.v1_As_6_10893134","Glyma.06G131800",10861625,10866177,"PTHR22601:SF22 - OLIGOPEPTIDE TRANSPORTER 6-RELATED (1 of 2)",3
"OG0001226","As","Osativa_v7.0",6,1209955,966955,1452955,"Osativa_v7.0_As_6_1209955","LOC_Os06g03540",1364906,1369008,"oligopeptide transporter, putative, expressed",3
"OG0001226","As","Osativa_v7.0",6,1209955,966955,1452955,"Osativa_v7.0_As_6_1209955","LOC_Os06g03560",1371828,1375476,"oligopeptide transporter, putative, expressed",3
"OG0007580","Cd","Athaliana_TAIR10",4,6047549,5972549,6254439,"Athaliana_TAIR10_Cd_4_6047549","AT4G09520",6024896,6027055,"Cofactor-independent phosphoglycerate mutase",3
"OG0007580","Cd","Gmax_Wm82.a2.v1",18,54267101,54067101,56281784,"Gmax_Wm82.a2.v1_Cd_18_54267101","Glyma.18G279400",56037130,56041783,"",3
"OG0007580","Cd","Osativa_v7.0",12,21511802,21268802,21754802,"Osativa_v7.0_Cd_12_21511802","LOC_Os12g35040",21324772,21327652,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase, putative, expressed",3
"OG0009718","Mo","Athaliana_TAIR10",2,12917608,12842608,13064682,"Athaliana_TAIR10_Mo_2_12917608","AT2G30100",12847828,12849669,"pentatricopeptide (PPR) repeat-containing protein",3
"OG0009718","Mo","Gmax_Wm82.a2.v1",18,5429903,5229903,5629903,"Gmax_Wm82.a2.v1_Mo_18_5429903","Glyma.18G059800",5303044,5306448,"",3
"OG0009718","Mo","Zmays_RefGen_V4",6,145320096.666667,145219934,145420421,"Zmays_RefGen_V4_Mo_6_145320096.666667","Zm00001d038022",145415188,145419374,"",3
"OG0013833","Cd","Athaliana_TAIR10",5,20977868,20902868,21377134,"Athaliana_TAIR10_Cd_5_20977868","AT5G51970",21111445,21113403,"GroES-like zinc-binding alcohol dehydrogenase family protein",3
"OG0013833","Cd","Gmax_Wm82.a2.v1",16,36249364,36049364,37149935,"Gmax_Wm82.a2.v1_Cd_16_36249364","Glyma.16G199200",36055701,36061119,"1.1.1.14 - L-iditol 2-dehydrogenase / Sorbitol dehydrogenase (1 of 2)",3
"OG0013833","Cd","Osativa_v7.0",8,27244465,27001465,27667220,"Osativa_v7.0_Cd_8_27244465","LOC_Os08g43190",27315938,27318495,"dehydrogenase, putative, expressed",3
"OG0011875","B","Gmax_Wm82.a2.v1",9,47598386,47398386,48051315,"Gmax_Wm82.a2.v1_B_9_47598386","Glyma.09G257500",47646061,47653232,"PF07086 - Jagunal, ER re-organisation during oogenesis (Jagunal)  (1 of 2)",3
"OG0011875","B","Gmax_Wm82.a2.v1",18,52405077,52205077,52605077,"Gmax_Wm82.a2.v1_B_18_52405077","Glyma.18G235100",52355388,52363290,"PF07086 - Jagunal, ER re-organisation during oogenesis (Jagunal)  (1 of 2)",3
"OG0011875","B","Sbicolor_v3.1.1",1,18055105,17955105,18155105,"Sbicolor_v3.1.1_B_1_18055105","Sobic.001G198900",17960495,17964032,"similar to Os10g0508600 protein",3
"OG0011875","B","Zmays_RefGen_V4",1,228373078,228273078,228473078,"Zmays_RefGen_V4_B_1_228373078","Zm00001d032497",228417306,228418654,"(1 of 1) PF07086 - Jagunal, ER re-organisation during oogenesis (Jagunal)",3
"OG0006305","Cd","Athaliana_TAIR10",1,19327781,19252781,19470364,"Athaliana_TAIR10_Cd_1_19327781","AT1G51940",19295904,19299118,"protein kinase family protein / peptidoglycan-binding LysM domain-containing protein",3
"OG0006305","Cd","Gmax_Wm82.a2.v1",7,1091017,891017,1291017,"Gmax_Wm82.a2.v1_Cd_7_1091017","Glyma.07G015300",1208761,1215579,"PTHR27001:SF102 - LYSM DOMAIN RECEPTOR-LIKE KINASE 3 (1 of 5)",3
"OG0006305","Cd","Sbicolor_v3.1.1",3,62320220,62220220,62420220,"Sbicolor_v3.1.1_Cd_3_62320220","Sobic.003G291000",62369919,62374772,"similar to Putative uncharacterized protein",3
"OG0002455","Cu","Athaliana_TAIR10",3,1629227,1554227,1704408,"Athaliana_TAIR10_Cu_3_1629227","AT3G05545",1609211,1612523,"RING/U-box superfamily protein",3
"OG0002455","Cu","Gmax_Wm82.a2.v1",10,38550767,38350767,38881890,"Gmax_Wm82.a2.v1_Cu_10_38550767","Glyma.10G151500",38650417,38660042,"",3
"OG0002455","Cu","Gmax_Wm82.a2.v1",20,46460889,46260889,47224906,"Gmax_Wm82.a2.v1_Cu_20_46460889","Glyma.20G236700",46886326,46894385,"",3
"OG0002455","Cu","Gmax_Wm82.a2.v1",19,48094499,47894499,48294499,"Gmax_Wm82.a2.v1_Cu_19_48094499","Glyma.19G232800",48288544,48294901,"PTHR22937//PTHR22937:SF37 - RING FINGER CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 4)",3
"OG0002455","Cu","Sbicolor_v3.1.1",9,4864909,4764909,4964909,"Sbicolor_v3.1.1_Cu_9_4864909","Sobic.009G049300",4867461,4874011,"similar to Os05g0154600 protein",3
"OG0000452","K","Athaliana_TAIR10",5,8982956,8907956,9057956,"Athaliana_TAIR10_K_5_8982956","AT5G25930",9050794,9054143,"Protein kinase family protein with leucine-rich repeat domain",3
"OG0000452","K","Gmax_Wm82.a2.v1",1,429656,229656,1544360,"Gmax_Wm82.a2.v1_K_1_429656","Glyma.01G007400",742024,745606,"PF00069//PF00560//PF08263//PF13855 - Protein kinase domain (Pkinase)  // Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 88)",3
"OG0000452","K","Gmax_Wm82.a2.v1",1,429656,229656,1544360,"Gmax_Wm82.a2.v1_K_1_429656","Glyma.01G007500",746804,750737,"PF00069//PF00560//PF08263 - Protein kinase domain (Pkinase)  // Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  (1 of 39)",3
"OG0000452","K","Sbicolor_v3.1.1",9,55154451,55054451,55254451,"Sbicolor_v3.1.1_K_9_55154451","Sobic.009G203600",55228002,55232211,"similar to Putative uncharacterized protein",3
"OG0000452","Mo","Gmax_Wm82.a2.v1",16,36467479,36267479,36974600,"Gmax_Wm82.a2.v1_Mo_16_36467479","Glyma.16G210500",36959125,36962955,"PF00069//PF00560//PF08263//PF13855 - Protein kinase domain (Pkinase)  // Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 88)",3
"OG0000452","Mo","Osativa_v7.0",5,26121660,25878660,26364660,"Osativa_v7.0_Mo_5_26121660","LOC_Os05g44770",26021574,26025719,"receptor-like protein kinase 5 precursor, putative, expressed",3
"OG0000452","Mo","Zmays_RefGen_V4",3,202335782,202235782,202435782,"Zmays_RefGen_V4_Mo_3_202335782","Zm00001d043512",202361988,202365947,"(1 of 1497) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase",3
"OG0009591","Se","Athaliana_TAIR10",2,7675325,7600325,7804644,"Athaliana_TAIR10_Se_2_7675325","AT2G17710",7693596,7694746,"",3
"OG0009591","Se","Gmax_Wm82.a2.v1",1,49561866,49361866,50278206,"Gmax_Wm82.a2.v1_Se_1_49561866","Glyma.01G162500",50046261,50049289,"",3
"OG0009591","Se","Gmax_Wm82.a2.v1",11,6056940,5856940,6256940,"Gmax_Wm82.a2.v1_Se_11_6056940","Glyma.11G080800",6079536,6081820,"",3
"OG0009591","Se","Sbicolor_v3.1.1",6,53176829,53076829,53276829,"Sbicolor_v3.1.1_Se_6_53176829","Sobic.006G177600",53235862,53239896,"similar to B0103C08-B0602B01.18 protein",3
"OG0002726","Co","Athaliana_TAIR10",2,11221493,11146493,11448060,"Athaliana_TAIR10_Co_2_11221493","AT2G26770",11404066,11408326,"plectin-related",3
"OG0002726","Co","Gmax_Wm82.a2.v1",13,23170403,22970403,23370403,"Gmax_Wm82.a2.v1_Co_13_23170403","Glyma.13G120100",23267185,23287208,"PF16712 - Coiled-coil regions of plant-specific actin-binding protein (SCAB_CC)  (1 of 7)",3
"OG0002726","Co","Gmax_Wm82.a2.v1",14,2650759,2450759,3631743,"Gmax_Wm82.a2.v1_Co_14_2650759","Glyma.14G037200",2800964,2806874,"PF16712 - Coiled-coil regions of plant-specific actin-binding protein (SCAB_CC)  (1 of 7)",3
"OG0002726","Co","Zmays_RefGen_V4",8,176648812,176548812,176748812,"Zmays_RefGen_V4_Co_8_176648812","Zm00001d012559",176632409,176646619,"(1 of 5) PF16709//PF16711//PF16712 - Fused Ig-PH domain of plant-specific actin-binding protein (SCAB-IgPH) // Actin-binding domain of plant-specific actin-binding protein (SCAB-ABD) // Coiled-coil regions of plant-specific actin-binding protein (SCAB_CC)",3
"OG0003779","Na","Athaliana_TAIR10",1,8266658,8191658,8341658,"Athaliana_TAIR10_Na_1_8266658","AT1G23210",8240174,8242129,"glycosyl hydrolase 9B6",3
"OG0003779","Na","Gmax_Wm82.a2.v1",5,41158854,40958854,41598449,"Gmax_Wm82.a2.v1_Na_5_41158854","Glyma.05G236400",41274513,41279615,"PTHR22298:SF28 - ENDOGLUCANASE 4-RELATED (1 of 2)",3
"OG0003779","Na","Osativa_v7.0",2,29595108,29352108,30746030,"Osativa_v7.0_Na_2_29595108","LOC_Os02g50040",30573403,30577269,"endoglucanase, putative, expressed",3
"OG0003779","Rb","Athaliana_TAIR10",1,26692810,26617810,26767810,"Athaliana_TAIR10_Rb_1_26692810","AT1G70710",26659132,26663010,"glycosyl hydrolase 9B1",3
"OG0003779","Rb","Gmax_Wm82.a2.v1",5,41376185,41176185,41841184,"Gmax_Wm82.a2.v1_Rb_5_41376185","Glyma.05G236400",41274513,41279615,"PTHR22298:SF28 - ENDOGLUCANASE 4-RELATED (1 of 2)",3
"OG0003779","Rb","Sbicolor_v3.1.1",10,10223614,10123614,10323614,"Sbicolor_v3.1.1_Rb_10_10223614","Sobic.010G106100",10167355,10170851,"similar to Endoglucanase 17 precursor",3
"OG0007674","Co","Athaliana_TAIR10",4,7783193,7708193,8076269,"Athaliana_TAIR10_Co_4_7783193","AT4G13830",8011424,8012780,"DNAJ-like 20",3
"OG0007674","Co","Gmax_Wm82.a2.v1",8,8291045,8091045,8510289,"Gmax_Wm82.a2.v1_Co_8_8291045","Glyma.08G109700",8419650,8422508,"PTHR24078//PTHR24078:SF222 - DNAJ HOMOLOG SUBFAMILY C MEMBER // SUBFAMILY NOT NAMED (1 of 4)",3
"OG0007674","Co","Zmays_RefGen_V4",8,7167715,7067715,7267715,"Zmays_RefGen_V4_Co_8_7167715","Zm00001d008392",7160718,7161967,"(1 of 2) PTHR24078//PTHR24078:SF222 - DNAJ HOMOLOG SUBFAMILY C MEMBER // SUBFAMILY NOT NAMED",3
"OG0004557","As","Athaliana_TAIR10",2,5681805,5606805,5756805,"Athaliana_TAIR10_As_2_5681805","AT2G13610",5673688,5675831,"ABC-2 type transporter family protein",3
"OG0004557","As","Gmax_Wm82.a2.v1",5,37596768,37396768,38238175,"Gmax_Wm82.a2.v1_As_5_37596768","Glyma.05G192700",37794071,37796377,"PTHR19241:SF230 - ABC TRANSPORTER G FAMILY MEMBER 5 (1 of 4)",3
"OG0004557","As","Gmax_Wm82.a2.v1",4,47880378,47680378,48656714,"Gmax_Wm82.a2.v1_As_4_47880378","Glyma.04G211800",48371249,48373171,"PTHR19241:SF230 - ABC TRANSPORTER G FAMILY MEMBER 5 (1 of 4)",3
"OG0004557","As","Gmax_Wm82.a2.v1",6,11932555,11732555,12784572,"Gmax_Wm82.a2.v1_As_6_11932555","Glyma.06G154500",12600307,12602169,"PTHR19241:SF230 - ABC TRANSPORTER G FAMILY MEMBER 5 (1 of 4)",3
"OG0004557","As","Zmays_RefGen_V4",10,150599923.434783,150292362,150864786,"Zmays_RefGen_V4_As_10_150599923.434783","Zm00001d026706",150556801,150562630,"(1 of 21) 3.6.5.2 - Small monomeric GTPase",3
"OG0008885","Cd","Athaliana_TAIR10",5,7840030,7765030,7915030,"Athaliana_TAIR10_Cd_5_7840030","AT5G23320",7853368,7853961,"homolog of yeast STE14 A",3
"OG0008885","Cd","Gmax_Wm82.a2.v1",16,37640616,37440616,37840616,"Gmax_Wm82.a2.v1_Cd_16_37640616","Glyma.16G218800",37615509,37618337,"",3
"OG0008885","Cd","Sbicolor_v3.1.1",1,78291738,78191738,78391738,"Sbicolor_v3.1.1_Cd_1_78291738","Sobic.001G515000",78206324,78210873,"similar to B0403H10-OSIGBa0105A11.23 protein",3
"OG0008885","Rb","Athaliana_TAIR10",5,7825045,7750045,7900082,"Athaliana_TAIR10_Rb_5_7825045","AT5G23320",7853368,7853961,"homolog of yeast STE14 A",3
"OG0008885","Rb","Gmax_Wm82.a2.v1",16,37125034,36925034,37710824,"Gmax_Wm82.a2.v1_Rb_16_37125034","Glyma.16G218800",37615509,37618337,"",3
"OG0008885","Rb","Sbicolor_v3.1.1",1,78180859,78080859,78280859,"Sbicolor_v3.1.1_Rb_1_78180859","Sobic.001G515000",78206324,78210873,"similar to B0403H10-OSIGBa0105A11.23 protein",3
"OG0010513","Ca","Athaliana_TAIR10",1,6150830,6075830,6225830,"Athaliana_TAIR10_Ca_1_6150830","AT1G17690",6082755,6088340,"K14774 - U3 small nucleolar RNA-associated protein 25 (UTP25, DEF)  (1 of 1)",3
"OG0010513","Ca","Gmax_Wm82.a2.v1",9,4470831,4270831,5251237,"Gmax_Wm82.a2.v1_Ca_9_4470831","Glyma.09G057700",5230562,5244655,"K14774 - U3 small nucleolar RNA-associated protein 25 (UTP25, DEF)  (1 of 2)",3
"OG0010513","Ca","Gmax_Wm82.a2.v1",15,13173376,12973376,14147058,"Gmax_Wm82.a2.v1_Ca_15_13173376","Glyma.15G163800",14074090,14095307,"K14774 - U3 small nucleolar RNA-associated protein 25 (UTP25, DEF)  (1 of 2)",3
"OG0010513","Ca","Sbicolor_v3.1.1",8,2905173,2805173,3005173,"Sbicolor_v3.1.1_Ca_8_2905173","Sobic.008G032900",2954462,2972605,"K14774 - U3 small nucleolar RNA-associated protein 25 (UTP25, DEF)  (1 of 1)",3
"OG0004148","Mo","Athaliana_TAIR10",5,20751593,20676593,20991335,"Athaliana_TAIR10_Mo_5_20751593","AT5G51040",20750660,20752024,"PTHR12469 - PROTEIN EMI5 HOMOLOG, MITOCHONDRIAL (1 of 1)",3
"OG0004148","Mo","Gmax_Wm82.a2.v1",6,13450269,13250269,13746806,"Gmax_Wm82.a2.v1_Mo_6_13450269","Glyma.06G162900",13464371,13466753,"PTHR12469 - PROTEIN EMI5 HOMOLOG, MITOCHONDRIAL (1 of 4)",3
"OG0004148","Mo","Sbicolor_v3.1.1",5,57995794,57895794,58095794,"Sbicolor_v3.1.1_Mo_5_57995794","Sobic.005G133900",58045613,58048448,"similar to TPR repeat region family protein, expressed",3
"OG0000503","Co","Athaliana_TAIR10",1,7960299,7885299,8035299,"Athaliana_TAIR10_Co_1_7960299","AT1G22480",7934162,7935382,"Cupredoxin superfamily protein",3
"OG0000503","Co","Sbicolor_v3.1.1",10,7516004,7416004,7616004,"Sbicolor_v3.1.1_Co_10_7516004","Sobic.010G086800",7453988,7455591,"similar to Putative uncharacterized protein",3
"OG0000503","Co","Zmays_RefGen_V4",4,182976535,182186183,183990739,"Zmays_RefGen_V4_Co_4_182976535","Zm00001d052191",182743279,182744379,"(1 of 64) PF02298 - Plastocyanin-like domain (Cu_bind_like)",3
"OG0009630","Cd","Athaliana_TAIR10",2,5492487,5417487,5567511,"Athaliana_TAIR10_Cd_2_5492487","AT2G13290",5511562,5513265,"beta-1,4-N-acetylglucosaminyltransferase family protein",3
"OG0009630","Cd","Gmax_Wm82.a2.v1",17,7740564,7540564,9208173,"Gmax_Wm82.a2.v1_Cd_17_7740564","Glyma.17G112400",8864215,8866962,"",3
"OG0009630","Cd","Gmax_Wm82.a2.v1",13,27112106,26912106,27535661,"Gmax_Wm82.a2.v1_Cd_13_27112106","Glyma.13G158900",27410329,27412947,"2.4.1.144 - Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase / acetylglucosaminyltransferase III (1 of 8)",3
"OG0009630","Cd","Osativa_v7.0",12,25896816,25653816,26139816,"Osativa_v7.0_Cd_12_25896816","LOC_Os12g41780",25882977,25885922,"glycosyl transferase family 17 protein, putative, expressed",3
"OG0005212","Se","Athaliana_TAIR10",5,24848426,24773426,25140058,"Athaliana_TAIR10_Se_5_24848426","AT5G62390",25051978,25054289,"BCL-2-associated athanogene 7",3
"OG0005212","Se","Gmax_Wm82.a2.v1",12,63190,1,2044191,"Gmax_Wm82.a2.v1_Se_12_63190","Glyma.12G005300",415334,419034,"",3
"OG0005212","Se","Gmax_Wm82.a2.v1",9,44987183,44787183,45798557,"Gmax_Wm82.a2.v1_Se_9_44987183","Glyma.09G231200",45459818,45462673,"",3
"OG0005212","Se","Sbicolor_v3.1.1",4,473959,373959,573959,"Sbicolor_v3.1.1_Se_4_473959","Sobic.004G004600",397741,402699,"similar to Calmodulin-binding protein-like",3
"OG0008155","Mg","Athaliana_TAIR10",1,706549,631549,822041,"Athaliana_TAIR10_Mg_1_706549","AT1G03100",743885,746479,"Pentatricopeptide repeat (PPR) superfamily protein",3
"OG0008155","Mg","Gmax_Wm82.a2.v1",18,51824976,51624976,52416926,"Gmax_Wm82.a2.v1_Mg_18_51824976","Glyma.18G229500",51852409,51856147,"PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 330)",3
"OG0008155","Mg","Gmax_Wm82.a2.v1",19,41959685,41759685,42547705,"Gmax_Wm82.a2.v1_Mg_19_41959685","Glyma.19G158600",41913902,41914620,"",3
"OG0008155","Mg","Sbicolor_v3.1.1",1,25459888,25359888,25620398,"Sbicolor_v3.1.1_Mg_1_25459888","Sobic.001G245000",25594526,25611694,"similar to Putative uncharacterized protein",3
"OG0001818","Co","Athaliana_TAIR10",4,8453749,8378749,8528779,"Athaliana_TAIR10_Co_4_8453749","AT4G14690",8418283,8419263,"Chlorophyll A-B binding family protein",3
"OG0001818","Co","Athaliana_TAIR10",3,8059295,7984295,8138189,"Athaliana_TAIR10_Co_3_8059295","AT3G22840",8084447,8085560,"Chlorophyll A-B binding family protein",3
"OG0001818","Co","Gmax_Wm82.a2.v1",20,38864763,38664763,39182087,"Gmax_Wm82.a2.v1_Co_20_38864763","Glyma.20G150600",38940669,38942133,"PTHR14154:SF5 - EARLY LIGHT-INDUCED PROTEIN 1, CHLOROPLASTIC-RELATED (1 of 2)",3
"OG0001818","Co","Sbicolor_v3.1.1",2,4969034,4869034,5069034,"Sbicolor_v3.1.1_Co_2_4969034","Sobic.002G052000",4934950,4935969,"PTHR14154:SF5 - EARLY LIGHT-INDUCED PROTEIN 1, CHLOROPLASTIC-RELATED (1 of 2)",3
"OG0001818","Co","Sbicolor_v3.1.1",2,4969034,4869034,5069034,"Sbicolor_v3.1.1_Co_2_4969034","Sobic.002G052100",4938649,4939979,"similar to Early light-inducible protein ELIP",3
"OG0006471","Na","Athaliana_TAIR10",3,8234199,8159199,8361381,"Athaliana_TAIR10_Na_3_8234199","AT3G23020",8177215,8179743,"Tetratricopeptide repeat (TPR)-like superfamily protein",3
"OG0006471","Na","Gmax_Wm82.a2.v1",10,201458,1458,401458,"Gmax_Wm82.a2.v1_Na_10_201458","Glyma.10G001500",150761,155207,"PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 330)",3
"OG0006471","Na","Osativa_v7.0",3,3226214,2983214,3469214,"Osativa_v7.0_Na_3_3226214","LOC_Os03g06710",3407989,3413958,"PPR repeat domain containing protein, putative, expressed",3
"OG0001608","Cd","Athaliana_TAIR10",5,7592341,7517341,7714726,"Athaliana_TAIR10_Cd_5_7592341","AT5G22980",7688084,7690648,"serine carboxypeptidase-like 47",3
"OG0001608","Cd","Athaliana_TAIR10",3,16472617,16397617,16547617,"Athaliana_TAIR10_Cd_3_16472617","AT3G45010",16466290,16468989,"serine carboxypeptidase-like 48",3
"OG0001608","Cd","Gmax_Wm82.a2.v1",10,43686636,43486636,43886636,"Gmax_Wm82.a2.v1_Cd_10_43686636","Glyma.10G207300",43879369,43883196,"PTHR11802:SF79 - SERINE CARBOXYPEPTIDASE-LIKE 47-RELATED (1 of 4)",3
"OG0001608","Cd","Osativa_v7.0",2,3958,1,1664664,"Osativa_v7.0_Cd_2_3958","LOC_Os02g02320",767270,772138,"OsSCP6 - Putative Serine Carboxypeptidase homologue, expressed",3
"OG0001608","Mg","Athaliana_TAIR10",5,7670489,7595489,7745879,"Athaliana_TAIR10_Mg_5_7670489","AT5G22980",7688084,7690648,"serine carboxypeptidase-like 47",3
"OG0001608","Mg","Athaliana_TAIR10",3,16351737,16276737,16503889,"Athaliana_TAIR10_Mg_3_16351737","AT3G45010",16466290,16468989,"serine carboxypeptidase-like 48",3
"OG0001608","Mg","Gmax_Wm82.a2.v1",7,29491282,29291282,30198160,"Gmax_Wm82.a2.v1_Mg_7_29491282","Glyma.07G172400",30030699,30035054,"PTHR11802//PTHR11802:SF95 - SERINE PROTEASE FAMILY S10 SERINE CARBOXYPEPTIDASE // SUBFAMILY NOT NAMED (1 of 9)",3
"OG0001608","Mg","Sbicolor_v3.1.1",2,67845962,67745962,67945962,"Sbicolor_v3.1.1_Mg_2_67845962","Sobic.002G301200",67794255,67797973,"similar to Serine carboxypeptidase-like precursor",3
"OG0010473","Cu","Athaliana_TAIR10",1,24593174,24518174,24669983,"Athaliana_TAIR10_Cu_1_24593174","AT1G65900",24515837,24518487,"",3
"OG0010473","Cu","Gmax_Wm82.a2.v1",18,3513218,3313218,3895892,"Gmax_Wm82.a2.v1_Cu_18_3513218","Glyma.18G043800",3752591,3759239,"",3
"OG0010473","Cu","Sbicolor_v3.1.1",1,79216927,79116927,79316927,"Sbicolor_v3.1.1_Cu_1_79216927","Sobic.001G528900",79287155,79290453,"similar to Expressed protein",3
"OG0007997","Cd","Athaliana_TAIR10",1,9991058,9916058,10326075,"Athaliana_TAIR10_Cd_1_9991058","AT1G29320",10255321,10258343,"Transducin/WD40 repeat-like superfamily protein",3
"OG0007997","Cd","Gmax_Wm82.a2.v1",16,3200530,3000530,3400530,"Gmax_Wm82.a2.v1_Cd_16_3200530","Glyma.16G034400",3229276,3235664,"K14841 - ribosome biogenesis protein NSA1 (NSA1, WDR74)  (1 of 2)",3
"OG0007997","Cd","Osativa_v7.0",7,19048708,18805708,19403233,"Osativa_v7.0_Cd_7_19048708","LOC_Os07g32350",19231648,19236044,"WD domain, G-beta repeat domain containing protein, expressed",3
"OG0013182","Cd","Athaliana_TAIR10",1,2727281,2652281,2806890,"Athaliana_TAIR10_Cd_1_2727281","AT1G08710",2771633,2773460,"F-box family protein",3
"OG0013182","Cd","Gmax_Wm82.a2.v1",19,37402670,37202670,37847577,"Gmax_Wm82.a2.v1_Cd_19_37402670","Glyma.19G119400",37709968,37712608,"PTHR15537:SF5 - F-BOX PROTEIN SKIP24 (1 of 1)",3
"OG0013182","Cd","Osativa_v7.0",1,34428366,34185366,34671366,"Osativa_v7.0_Cd_1_34428366","LOC_Os01g59910",34643208,34646325,"OsFBX29 - F-box domain containing protein, expressed",3
"OG0013182","Mo","Athaliana_TAIR10",1,2716125,2641125,2791125,"Athaliana_TAIR10_Mo_1_2716125","AT1G08710",2771633,2773460,"F-box family protein",3
"OG0013182","Mo","Gmax_Wm82.a2.v1",19,37559673,37359673,38148821,"Gmax_Wm82.a2.v1_Mo_19_37559673","Glyma.19G119400",37709968,37712608,"PTHR15537:SF5 - F-BOX PROTEIN SKIP24 (1 of 1)",3
"OG0013182","Mo","Osativa_v7.0",1,34463766,34220766,34706766,"Osativa_v7.0_Mo_1_34463766","LOC_Os01g59910",34643208,34646325,"OsFBX29 - F-box domain containing protein, expressed",3
"OG0008758","Cd","Athaliana_TAIR10",5,19414794,19339794,19489794,"Athaliana_TAIR10_Cd_5_19414794","AT5G47820",19366483,19372789,"P-loop containing nucleoside triphosphate hydrolases superfamily protein",3
"OG0008758","Cd","Gmax_Wm82.a2.v1",6,3104699,2904699,3304699,"Gmax_Wm82.a2.v1_Cd_6_3104699","Glyma.06G042400",3212730,3225119,"K10395 - kinesin family member 4/21/27 (KIF4_21_27)  (1 of 9)",3
